peopleCd,peopleNm,repRoleNm,filmoNames
20230501,이지원,애니메이션팀,"미니특공대X|안녕, 전우치! 도술로봇대결전"
20314684,이지원,배우,속닥속닥
20314683,이지원,배우,바람 바람 바람
20314682,이지원,VFX 매니지먼트,국가부도의 날|안시성|협상|인랑
20312537,이지원,배우,쎈놈들의 반란
10057571,이지원,각색,오싹한 연애|하늘정원
20225949,이지원,그립,챌린지 게임|입영전야|개인교수: 심화학습|다른 길이 있다|P.S. 걸|하숙집 2|유부녀들
10068277,존 추,감독,크레이지 리치 아시안|나우 유 씨 미 2|지.아이.조 2|저스틴 비버 : 네버 세이 네버|스텝 업 3D|스텝업 2 : 더 스트리트
10009698,데이미언 셔젤,감독,퍼스트맨|라라랜드|위플래쉬
20120723,루벤 플레셔,감독,베놈|갱스터 스쿼드|털기 아니면 죽기 : 제한시간 30분|좀비랜드
10024440,마크 포스터,감독,곰돌이 푸 다시 만나 행복해|월드 워 Z|머신건 프리처 감독판|머신건 프리처|007 퀀텀 오브 솔러스|연을 쫓는 아이|스트레인저 댄 픽션|스테이|네버랜드를 찾아서|몬스터 볼
10003620,김광식,감독,안시성|찌라시: 위험한 소문|내 깡패 같은 애인|오프 로드|오아시스|얼굴|억수탕(3pm Paradise)|비천괴수
20221370,김광식,제작팀,인천상륙작전|남과 여|개: dog eat dog|연애의 맛
20189219,김광식,배우,그녀가 부른다
20146961,김광식,세트팀,이브의 유혹 - 그녀만의 테크닉
20146960,김광식,케이블맨,만남의 광장|극락도 살인사건
20128473,김광식,배우,핑크 토끼|맨손으로 죽여라?
20138147,박진영,DI팀,"나랏말싸미|PMC: 더 벙커|스윙키즈|완벽한 타인|레슬러|리틀 포레스트|신과함께-인과 연|독전|신과함께-죄와 벌|기억의 밤|미옥|침묵|범죄도시|남한산성|하루|살인자의 기억법|더 테이블|불한당: 나쁜 놈들의 세상|싱글라이더|당신, 거기 있어줄래요|밀정|미씽: 사라진 여자|럭키|비밀은 없다|도리화가|검은 사제들|성난 변호사|뷰티 인사이드|협녀, 칼의 기억|사도|나의 절친 악당들|쎄시봉|상의원|국제시장|타짜-신의 손|우는 남자|소수의견|방황하는 칼날|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|감시자들|고령화 가족|공범|환상속의 그대|런닝맨|베를린|마이 리틀 히어로|나의 PS 파트너 |26년|R2B: 리턴투베이스|5백만불의 사나이|내 아내의 모든 것|시체가 돌아왔다|커플즈|완득이|카운트다운|푸른소금|퀵|체포왕|써니|심장이 뛴다|여의도|페스티발|심야의 F.M.|이끼|파괴된 사나이|사요나라 이츠카|하모니|홍길동의 후예|백야행|내 사랑 내 곁에|애자|구세주 2|잘 알지도 못하면서|김씨표류기|달콤한 거짓말|무림여대생|허밍|저수지에서 건진 치타|권순분여사 납치사건|황진이|수|최강로맨스|중천|라디오 스타|아들의 여자"
20193157,박진영,촬영팀,리벤져|고백할 수 없는|플랑크 상수|해적: 바다로 간 산적|우아한 거짓말
20305089,박진영,감독,배반의 장미
20248704,박진영,배우,"암수살인|공작|더 킹|고산자, 대동여지도|우리 연애의 이력|세컨어카운트"
20317016,박진영,기타,궁합
20300749,박진영,배우,반도에 살어리랏다
20286647,박진영,배우,눈발
20125819,박진영,배우,5백만불의 사나이|빛나는 졸업장
20185365,박진영,연출팀,흔들리는 물결|부곡 하와이|고령화 가족
20197106,박진영,분장팀,연평해전|맨홀
10056329,이시다 히로야스,감독,펭귄 하이웨이|태양소년 이슬소녀|비오는 마을|후미코의 고백|이시다 히로야스 X 아라이 요지로 특별전
10086194,올리버 달리,감독,액슬
10044124,마이크 데블린,감독,다이노 어드벤처: 에일리언 월드|다이노 어드벤처2: 육해공 공룡 대백과|다이노 어드벤처: 뉴 자이언트|다이노 어드벤처: 육해공 킬러 엘리트
10068082,존 스티븐슨,감독,모차르트: 프라하의 서곡|모래요정과 아이들|애니멀 팜
10068081,존 스티븐슨,감독,셜록 놈즈|쿵푸 팬더
20114792,이종석,감독,협상|그것만이 내 세상|히말라야|국제시장|더 킥|리턴
20159920,이종석,프로듀서,극한직업|머니백|치명도수: RESET|쓰리 썸머 나잇|타짜-신의 손|깡철이|반창꼬|코리아|간기남|써니|해결사|용서는 없다|로니를 찾아서|과속스캔들|전투의 매너|색다른 동거|허밍|최강로맨스|청출어람|무서운 이야기 2 '절벽'
20127912,이종석,배우,브이아이피|피끓는 청춘|노브레싱|관상|R2B: 리턴투베이스|코리아
10057383,이종석,조명,마차 타고 고래고래|아빠는 딸|빅매치|박수건달|가비|나쁜 피|무산일기|방가? 방가!|무적자|작은 연못|집 나온 남자들|달콤한 거짓말|무방비도시|스카우트|구미호 가족|사생결단|여교수의 은밀한 매력|광식이 동생 광태|미스터 소크라테스|오! 브라더스|와일드 카드|쇼쇼쇼(Show Show Show)|패밀리|세이예스
20249810,이종석,연출팀,입영전야 무삭제: 여선배의 자취방 버전
20159925,이종석,VFX 아티스트,터널|엽기적인 그녀 2|번개맨|모노폴리
20165413,이종석,프로듀서,블랙 가스펠|동해물과 백두산이
20159928,이종석,운송,극락도 살인사건
20159923,이종석,소품팀,발레 교습소|아는 여자
10023193,마이클 수지,감독,에브리데이|서약|그레이 가든스
10029586,박희곤,감독,명당|챔피언|퍼펙트 게임|인사동 스캔들|아 유 레디?
20134341,조원희,VFX 아티스트,"행복의 나라|신과함께-인과 연|독전|신과함께-죄와 벌|대립군|리얼|조작된 도시|서부전선|해적: 바다로 간 산적|화이: 괴물을 삼킨 아이|Mr.아이돌|오직 그대만|최종병기 활|고지전|마마|사랑한다, 사랑하지 않는다|꿈은 이루어진다|끝과 시작|전우치|불꽃처럼 나비처럼|여고괴담 5|거북이 달린다|서양 골동 양과자점 앤티크|가벼운 잠|두 사람이다|지금 사랑하는 사람과 살고 있습니까?|리턴|열세살 수아|그해 여름|애정결핍이 두 남자에게 미치는 영향|엽기적인 그녀|친구|번지점프를 하다|무서운 이야기 3 '기계령'"
10066769,조원희,배우,물괴|착한 살인자들|신기전|마지막 선물|김관장 대 김관장 대 김관장|무영검|페이스|태극기 휘날리며|블루|울랄라씨스터즈|잎새|베사메무쵸|오! 수정|자귀모(자살한 귀신들의 모임)|크리스마스에 눈이 내리면|세상은 살만큼 아름답다|울아빠
10066770,조원희,감독,원더풀 고스트|죽이고 싶은|애니 프란체스카
20134340,조원희,작화감독,달빛궁궐|오세암
20232546,조원희,각색,조선마술사
10066768,조원희,현장편집,"탐정 : 더 비기닝|무뢰한|표적|집으로 가는 길|노브레싱|감기|바람과 함께 사라지다|미확인 동영상 : 절대클릭금지|최종병기 활|킬 미|트럭|어깨 너머의 연인|브라보 마이 라이프|므이|무도리|호로비츠를 위하여|달콤, 살벌한 연인|홀리데이|신석기 블루스|령|아라한 장풍대작전|해피 에로 크리스마스"
20065044,조원희,스크립터,마들렌
10076618,코린 하디,감독,더 넌
10011005,아니쉬 차간티,감독,서치
20171642,우시로 신지,감독,극장판 요괴워치 섀도사이드: 도깨비왕의 부활|극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!|극장판 요괴워치: 탄생의 비밀이다냥!|스트레이트 재킷
10052360,울프강 라우엔슈타인,감독,루이스
10086268, 크리스토프 라우엔슈타인,감독,루이스
10080742,닛타 노리오,감독,에그엔젤 코코밍: 두근두근 핼러윈 파티|극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계
20309473,정미화,감독,극장판 뽀잉: 슈퍼 변신의 비밀
10061743,정미화,시나리오(각본),비응호제
10088447,허종호,감독,물괴|성난 변호사|카운트다운|눈부신 날에|얼굴값|승부
20321881,이석근,촬영팀,도어락|해피 투게더
10055945,이석근,감독,너의 결혼식|부라더|범죄도시|누가 예수를 죽였는가?
10037886,쉐인 블랙,감독,더 프레데터|나이스 가이즈|언럭키맨|아이언맨 3|키스 키스 뱅뱅|롱 키스 굿나잇 
10019336,리 워넬,배우,업그레이드|인시디어스 3|인시디어스|쏘우
10031397,변혁,감독,상류사회|주홍글씨|서프라이즈|인터뷰|올슨|His Concern|어머니의 여름|호모 비디오쿠스
10051071,올 파커,감독,맘마미아!2|나우이즈굿 |베스트 엑조틱 메리골드 호텔|이매진 미 앤 유
20115572,김용화,감독,저격자 
10005151,김용화,감독,백두산|신과함께-인과 연|신과함께-죄와 벌|미스터 고|마이 웨이|국가대표 완결판-못 다한 이야기|국가대표|미녀는 괴로워|오! 브라더스|자반고등어
20165115,김용화,배우,분홍신
10054495,윤종빈,감독,공작|춘몽|검사외전|허삼관|군도: 민란의 시대|범죄와의 전쟁: 나쁜놈들 전성시대|비스티 보이즈|용서받지 못한 자
20226750,윤종빈,제작팀,필름시대사랑
20155998,윤종빈,제작관리,모비딕
10065265,조규장,감독,목격자|그날의 분위기|낙타는 말했다|봉수
20113359,조규장,프로듀서,샘 퍼킨파 회고전
10029772,발타자르 코루마쿠르,감독,어드리프트:우리가 함께한 바다|오스|에베레스트|투건스|콘트라밴드|살인의 기억|천국으로 가는 초라한 여행|폭풍의 계절|보이지 않는 세계|성난 바다|레이캬비크|버림받은 천사들|분열|아그네스의 원죄 
10086171,수잔나 포겔,감독,나를 차버린 스파이
10077515,크리스토퍼 맥쿼리,감독,미션 임파서블: 폴아웃|미션 임파서블: 로그네이션|잭 리처|웨이 오브 더 건|유주얼 서스펙트
10045281,알폰소 쿠아론,감독,로마|그래비티|칠드런 오브 맨|해리포터와 아즈카반의 죄수|이투마마|위대한 유산 |러브 앤 히스테리|도대체 그 남자가 누구야
10001386,젠디 타타코브스키,감독,몬스터 호텔 3|몬스터 호텔 2|몬스터 호텔
20100022,존 터틀타웁,감독,쿨 러닝 |닌자 키드
10068421,존 터틀타웁,감독,메가로돈|라스트베가스|마법사의 제자|내셔널 트레져:비밀의 책|내셔널 트레져|키드|인스팅트 |페노메논 |당신이 잠든 사이에 
10085782,피터 버그,감독,마일22|패트리어트 데이|딥워터 호라이즌|론 서바이버 |배틀쉽|핸콕|킹덤|프라이데이 나잇 라이트|웰컴 투 더 정글|코르키 로마노|베리배드씽|기적의 터치다운|질주|영혼의 목걸이
10085783,피터 버그,감독,블레임 람바다
10055319,이마이 카즈아키,감독,극장판 도라에몽: 진구의 보물섬
10021027,타치카와 유즈루,감독,명탐정 코난 : 제로의 집행인
20306533,최신규,감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|극장판 헬로카봇 : 백악기 시대|헬로 카봇
10072439,최신규,제작,최강전사 미니특공대 : 새로운 악당의 습격|오세암|고인돌|탑블레이드Vol.1|탑블레이드Vol.2|탑블레이드Vol.3
20306433, 김진철,작화감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 헬로카봇 : 백악기 시대|헬로 카봇
10005948, 김진철,미술/프로덕션 디자인,"그날, 바다|오장군의 발톱|처음엔 다 그래|아빠는 딸|그래, 가족|나홀로 휴가|연애의 맛|정사: 위험한 성적 유희 무삭제판|정사: 위험한 성적유희|가비|심장이 뛴다|4교시 추리영역|흑심모녀|황진이|6월의 일기|썸|스캔들-조선남녀상열지사|쓰리|고양이를 부탁해|정사"
20295835, 김진철,촬영팀,노래방 : 화끈한 여자들|유부녀들의 맛|밀애 : 친구의 아내|개인교수 : 성적 올리기|여친 언니|젊은 엄마 친구|착한 이모의 은밀한 아르바이트|성인용품 사용설명서|젊은엄마네하숙집|내 학생의 엄마 3|맛있는 스와핑|엄마의 유혹|금지된 섹스|인공지능 섹스돌|스와핑 : 친구의 아내 2|신혼부부의 성생활|연애 : 엄마친구|친구엄마들|하숙집 여자들|아내의 애인 2|정사 : 아내의 친구|새오빠2|룸싸롱 여대생들|착한 엄마 2|바람난 여자들2|사촌 누나|불륜 동창회|비뇨기과 여의사들|미용실 : 특별한 서비스 2|외출 2|내 학생의 엄마 2|착한 형수 2|여자 보험왕 : 그녀의 영업비밀|착한 엄마 친구|불륜가족
20315019, 김진철,배우,레슬러
20315053, 김진철,배우,B급 며느리
20227419, 김진철,VFX 아티스트,완벽한 타인|7년의 밤|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|아가씨|럭키|검사외전|대호|암살
20161743, 김진철,배우,갈갈이 패밀리와 드라큐라
20161742, 김진철,메이킹필름,마마 앤드 파파
10005947, 김진철,촬영,너에게 나를 보낸다 2|부킹쏘나타|너에게 받은 흔적|짧은 시간 긴 시간|내가 성에 관해 알고 있는 몇가지 이야기들
10032042,브래드 버드,감독,인크레더블 2|투모로우랜드|미션임파서블:고스트프로토콜|라따뚜이|인크레더블|심슨 가족|아이언 자이언트
10004265,김병갑,감독,신비아파트: 금빛 도깨비와 비밀의 동굴|마당을 나온 암탉|쩨쩨한 로맨스|마법천자문: 대마왕의 부활을 막아라|아치와 씨팍|왕후 심청
20070799,고레에다 히로카즈,감독,어느 가족|세 번째 살인|태풍이 지나가고|바닷마을 다이어리|그렇게 아버지가 된다|엔딩노트|진짜로 일어날지도 몰라 기적|공기인형|걸어도 걸어도|하나|아무도 모른다|디스턴스|원더풀 라이프|환상의 빛|그러나... 복지를 버리는 시대로|또 하나의 교육
20320378,김지운,케이블맨,마약왕
20165512,김지운,홍보/마케팅 진행,오목소녀|죄 많은 소녀|메소드|여자들|아이들...
20314900,김지운,촬영팀,안시성
10005852,김지운,감독,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물' "
20131144,김지운,소품,"동네사람들|협상|꾼|조작된 도시|협녀, 칼의 기억|경성학교: 사라진 소녀들|더 테너 리리코 스핀토|피끓는 청춘|관상|사랑해! 진영아|베를린|내가 살인범이다|코리아|로맨틱 헤븐|평양성|꿈은 이루어진다|미인도|서울이 보이냐"
20300250,김지운,촬영장비,채비
20295715,김지운,조명팀,특별시민
20209026,김지운,,"항로-제주,조선,오사카"
20165511,김지운,홍보/마케팅 진행,간첩|달팽이의 별|체포왕|헬로우 고스트|하녀|하모니|사랑
20165514,김지운,배우,커플즈
10083194,페이튼 리드,감독,앤트맨과 와스프|앤트맨|예스맨|브레이크 업 : 이별후애(愛)|다운 위드 러브|브링잇온
10029578,박훈정,감독,마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다
20139775,박훈정,배우,썸머 타임
